number,semester,name,instructors,schedule,level,id
Physics 321A,2018 Spring,b'Experimental Soft Condensed Matter Physics',b'David Weitz',,Graduate,112282
Physics 321A,2017 Fall,b'Experimental Soft Condensed Matter Physics',b'David Weitz',,Graduate,112282
Physics 321B,2018 Spring,b'Experimental Soft Condensed Matter Physics',b'David Weitz',,Graduate,112283
Physics 321B,2017 Fall,b'Experimental Soft Condensed Matter Physics',b'David Weitz',,Graduate,112283
Physics 323A,2018 Spring,,b'Ashvin Vishwanath',,Graduate,203753
Physics 323A,2017 Fall,b'Topics in Condensed Matter Physics',b'Ashvin Vishwanath',,Graduate,203753
Physics 323B,2018 Spring,b'Topics in Condensed Matter Physics',b'Ashvin Vishwanath',,Graduate,203754
Physics 323B,2017 Fall,,b'Ashvin Vishwanath',,Graduate,203754
Physics 324A,2018 Spring,b'Topics in Modern Astrophysics',b'Douglas Finkbeiner',,Graduate,204541
Physics 324B,2018 Spring,b'Topics in Modern Astrophysics',b'Douglas Finkbeiner',,Graduate,204542
Physics 327A,2018 Spring,b'Topics in Condensed Matter Physics',b'David Nelson',,Graduate,117548
Physics 327A,2017 Fall,b'Topics in Condensed Matter Physics',b'David Nelson',,Graduate,117548
Physics 327B,2018 Spring,,b'David Nelson',,Graduate,
Physics 327B,2017 Fall,b'Topics in Condensed Matter Physics',b'David Nelson',,Graduate,118814
Physics 329A,2018 Spring,,b'Bertrand Halperin',,Graduate,143256
Physics 329A,2017 Fall,b'Condensed Matter and Statistical Theory',b'Bertrand Halperin',,Graduate,143256
Physics 329B,2018 Spring,b'Condensed Matter and Statistical Theory',b'Bertrand Halperin',,Graduate,118337
Physics 329B,2017 Fall,b'Condensed Matter and Statistical Theory',b'Bertrand Halperin',,Graduate,118337
Physics 331A,2018 Spring,b'Topics in String Theory',b'Xi Yin',,Graduate,125320
Physics 331A,2017 Fall,b'Topics in String Theory',b'Xi Yin',,Graduate,125320
Physics 331B,2018 Spring,b'Topics in String Theory',b'Xi Yin',,Graduate,125321
Physics 331B,2017 Fall,b'Topics in String Theory',b'Xi Yin',,Graduate,125321
Physics 333A,2018 Spring,b'Experimental Atomic Physics',b'Mara Prentiss',,Graduate,112040
Physics 333A,2017 Fall,b'Experimental Atomic Physics',b'Mara Prentiss',,Graduate,112040
Physics 333B,2018 Spring,,b'Mara Prentiss',,Graduate,112042
Physics 333B,2017 Fall,b'Experimental Atomic Physics',b'Mara Prentiss',,Graduate,112042
Physics 335A,2018 Spring,b'Topics in the History and Philosophy of Physics',b'Gerald Holton',,Graduate,148180
Physics 335B,2018 Spring,,b'Gerald Holton',,Graduate,138414
Physics 337A,2018 Spring,b'Topics in Experimental High Energy Physics',b'Masahiro Morii',,Graduate,114834
Physics 337A,2017 Fall,b'Topics in Experimental High Energy Physics',b'Masahiro Morii',,Graduate,114834
Physics 337B,2018 Spring,b'Topics in Experimental High Energy Physics',b'Masahiro Morii',,Graduate,114835
Physics 337B,2017 Fall,b'Topics in Experimental High Energy Physics',b'Masahiro Morii',,Graduate,114835
Physics 338A,2017 Fall,b'Experimental Neutrino Physics and Dark Matter',b'Roxanne Guenette',,Graduate,205501
Physics 338A,2018 Spring,b'Experimental Neutrino Physics and Dark Matter',b'Roxanne Guenette',,Graduate,205501
Physics 338B,2018 Spring,,b'Roxanne Guenette',,Graduate,205502
Physics 338B,2017 Fall,b'Experimental Neutrino Physics and Dark Matter',b'Roxanne Guenette',,Graduate,205502
Physics 339A,2018 Spring,b'Condensed Matter and Atomic Physics',b'Subir Sachdev',,Graduate,120869
Physics 339A,2017 Fall,b'Condensed Matter and Atomic Physics',b'Subir Sachdev',,Graduate,120869
Physics 339B,2018 Spring,b'Condensed Matter and Atomic Physics',b'Subir Sachdev',,Graduate,120868
Physics 339B,2017 Fall,b'Condensed Matter and Atomic Physics',b'Subir Sachdev',,Graduate,120868
Physics 341A,2018 Spring,b'Topics in Experimental Atomic and Condensed Matter Physics',b'Markus Greiner',,Graduate,111169
Physics 341A,2017 Fall,b'Topics in Experimental Atomic and Condensed Matter Physics',b'Markus Greiner',,Graduate,111169
Physics 341B,2018 Spring,b'Topics in Experimental Atomic and Condensed Matter Physics',b'Markus Greiner',,Graduate,118950
Physics 341B,2017 Fall,b'Topics in Experimental Atomic and Condensed Matter Physics',b'Markus Greiner',,Graduate,118950
Physics 343A,2018 Spring,,b'Christopher Stubbs',,Graduate,119051
Physics 343A,2017 Fall,b'Observational Cosmology and Experimental Gravitation',b'Christopher Stubbs',,Graduate,119051
Physics 343B,2018 Spring,b'Observational Cosmology and Experimental Gravitation',b'Christopher Stubbs',,Graduate,119052
Physics 343B,2017 Fall,,b'Christopher Stubbs',,Graduate,119052
Physics 345A,2018 Spring,b'Experimental Gravitation: Radio and Radar Astronomy',b'Irwin Shapiro',,Graduate,115102
Physics 345A,2017 Fall,b'Experimental Gravitation: Radio and Radar Astronomy',b'Irwin Shapiro',,Graduate,115102
Physics 345B,2018 Spring,b'Experimental Gravitation: Radio and Radar Astronomy',b'Irwin Shapiro',,Graduate,115113
Physics 345B,2017 Fall,b'Experimental Gravitation: Radio and Radar Astronomy',b'Irwin Shapiro',,Graduate,115113
Physics 347A,2018 Spring,b'Topics in Quantum Optics',b'Mikhail Lukin',,Graduate,115495
Physics 347A,2017 Fall,b'Topics in Quantum Optics',b'Mikhail Lukin',,Graduate,115495
Physics 347B,2018 Spring,,b'Mikhail Lukin',,Graduate,115525
Physics 347B,2017 Fall,b'Topics in Quantum Optics',b'Mikhail Lukin',,Graduate,115525
Physics 349A,2018 Spring,b'Topics in Theoretical Particle Physics',b'Matthew D. Schwartz',,Graduate,125315
Physics 349A,2017 Fall,,b'Matthew D. Schwartz',,Graduate,125315
Physics 349B,2018 Spring,b'Topics in Theoretical Particle Physics',b'Matthew D. Schwartz',,Graduate,125316
Physics 349B,2017 Fall,b'Topics in Theoretical Particle Physics',b'Matthew D. Schwartz',,Graduate,125316
Physics 350A,2018 Spring,b'Experimental Physics in Low Dimensional Materials',b'Philip Kim',,Graduate,116409
Physics 350A,2017 Fall,b'Experimental Physics in Low Dimensional Materials',b'Philip Kim',,Graduate,116409
Physics 350B,2018 Spring,b'Experimental Physics in Low Dimensional Materials',b'Philip Kim',,Graduate,205462
Physics 350B,2017 Fall,b'Experimental Physics in Low Dimensional Materials',b'Philip Kim',,Graduate,205462
Physics 351A,2018 Spring,,b'Vinothan Manoharan',,Graduate,120872
Physics 351A,2017 Fall,b'Experimental Soft Condensed Matter and Materials Physics',b'Vinothan Manoharan',,Graduate,120872
Physics 351B,2018 Spring,b'Experimental Soft Condensed Matter and Materials Physics',b'Vinothan Manoharan',,Graduate,120873
Physics 351B,2017 Fall,b'Experimental Soft Condensed Matter and Materials Physics',b'Vinothan Manoharan',,Graduate,120873
Physics 353A,2018 Spring,b'Topics in Statistical Physics and Quantitative Molecular Biology',b'Erel Levine',,Graduate,125788
Physics 353A,2017 Fall,b'Topics in Statistical Physics and Quantitative Molecular Biology',b'Erel Levine',,Graduate,125788
Physics 353B,2018 Spring,b'Topics in Statistical Physics and Quantitative Molecular Biology',b'Erel Levine',,Graduate,125789
Physics 353B,2017 Fall,b'Topics in Statistical Physics and Quantitative Molecular Biology',b'Erel Levine',,Graduate,125789
Physics 355A,2018 Spring,b'Theory of Elementary Particles',b'Roy Glauber',,Graduate,110565
Physics 355B,2018 Spring,b'Theory of Elementary Particles',b'Roy Glauber',,Graduate,121811
Physics 355B,2017 Fall,,b'Roy Glauber',,Graduate,121811
Physics 357A,2018 Spring,b'Experimental Condensed Matter Physics',b'Robert Westervelt',,Graduate,113916
Physics 357A,2017 Fall,b'Experimental Condensed Matter Physics',b'Robert Westervelt',,Graduate,113916
Physics 357B,2018 Spring,,b'Robert Westervelt',,Graduate,115410
Physics 357B,2017 Fall,b'Experimental Condensed Matter Physics',b'Robert Westervelt',,Graduate,115410
Physics 359A,2018 Spring,b'Topics in Condensed Matter Physics',b'Eugene Demler',,Graduate,115526
Physics 359A,2017 Fall,b'Topics in Condensed Matter Physics',b'Eugene Demler',,Graduate,115526
Physics 359B,2018 Spring,b'Topics in Condensed Matter Physics',b'Eugene Demler',,Graduate,115527
Physics 359B,2017 Fall,b'Topics in Condensed Matter Physics',b'Eugene Demler',,Graduate,115527
Physics 363A,2018 Spring,b'Topics in Condensed Matter Theory',b'Efthimios Kaxiras',,Graduate,112091
Physics 363A,2017 Fall,,b'Efthimios Kaxiras',,Graduate,112091
Physics 363B,2018 Spring,b'Topics in Condensed Matter Theory',b'Efthimios Kaxiras',,Graduate,112092
Physics 363B,2017 Fall,b'Topics in Condensed Matter Theory',b'Efthimios Kaxiras',,Graduate,112092
Physics 365A,2018 Spring,,b'Arthur Jaffe',,Graduate,115341
Physics 365A,2017 Fall,b'Topics in Mathematical Physics',b'Arthur Jaffe',,Graduate,115341
Physics 365B,2018 Spring,b'Topics in Mathematical Physics',b'Arthur Jaffe',,Graduate,110837
Physics 365B,2017 Fall,b'Topics in Mathematical Physics',b'Arthur Jaffe',,Graduate,110837
Physics 369A,2018 Spring,b'Experimental Condensed Matter: Synchrotron Radiation Studies',b'Peter S. Pershan',,Graduate,110816
Physics 369B,2018 Spring,b'Experimental Condensed Matter: Synchrotron Radiation Studies',b'Peter S. Pershan',,Graduate,110817
Physics 371A,2018 Spring,b'Topics in Experimental High Energy Physics',b'Gary Feldman',,Graduate,111721
Physics 371A,2017 Fall,,b'Gary Feldman',,Graduate,111721
Physics 371B,2018 Spring,b'Topics in Experimental High Energy Physics',b'Gary Feldman',,Graduate,118633
Physics 371B,2017 Fall,b'Topics in Experimental High Energy Physics',b'Gary Feldman',,Graduate,118633
Physics 373A,2018 Spring,,b'Peter Galison',,Graduate,143237
Physics 373A,2017 Fall,b'Historical and Philosophical Approaches to Modern and Contemporary Physics',b'Peter Galison',,Graduate,143237
Physics 373B,2018 Spring,b'Historical and Philosophical Approaches to Modern and Contemporary Physics',b'Peter Galison',,Graduate,143239
Physics 373B,2017 Fall,b'Historical and Philosophical Approaches to Modern and Contemporary Physics',b'Peter Galison',,Graduate,143239
Physics 377A,2018 Spring,b'Theoretical High Energy Physics',b'Tai Wu',,Graduate,110740
Physics 377A,2017 Fall,b'Theoretical High Energy Physics',b'Tai Wu',,Graduate,110740
Physics 377B,2018 Spring,b'Theoretical High Energy Physics',b'Tai Wu',,Graduate,111186
Physics 377B,2017 Fall,,b'Tai Wu',,Graduate,111186
Physics 379A,2018 Spring,b'Topics in Elementary Particle Research and String Theory',b'Andrew Strominger',,Graduate,144344
Physics 379A,2017 Fall,b'Topics in Elementary Particle Research and String Theory',b'Andrew Strominger',,Graduate,144344
Physics 379B,2018 Spring,,b'Andrew Strominger',,Graduate,148230
Physics 379B,2017 Fall,b'Topics in Elementary Particle Research and String Theory',b'Andrew Strominger',,Graduate,148230
Physics 381A,2018 Spring,b'Experimental Condensed Matter Physics',b'Jenny Hoffman',,Graduate,119765
Physics 381A,2017 Fall,b'Experimental Condensed Matter Physics',b'Jenny Hoffman',,Graduate,119765
Physics 381B,2018 Spring,b'Experimental Condensed Matter Physics',b'Jenny Hoffman',,Graduate,119766
Physics 381B,2017 Fall,b'Experimental Condensed Matter Physics',b'Jenny Hoffman',,Graduate,119766
Physics 383A,2018 Spring,b'Low Temperature Physics of Quantum Fluids and Solids; Ultra High Pressure Physics',b'Isaac F. Silvera',,Graduate,113458
Physics 383A,2017 Fall,,b'Isaac F. Silvera',,Graduate,113458
Physics 383B,2018 Spring,b'Low Temperature Physics of Quantum Fluids and Solids; Ultra High Pressure Physics',b'Isaac F. Silvera',,Graduate,113887
Physics 383B,2017 Fall,b'Low Temperature Physics of Quantum Fluids and Solids; Ultra High Pressure Physics',b'Isaac F. Silvera',,Graduate,113887
Physics 385A,2018 Spring,,b'Howard Berg',,Graduate,117294
Physics 385B,2018 Spring,b'Topics in Biophysics',b'Howard Berg',,Graduate,117295
Physics 387A,2018 Spring,b'Applied Photonics',b'Eric Mazur',,Graduate,116745
Physics 387A,2017 Fall,b'Applied Photonics',b'Eric Mazur',,Graduate,116745
Physics 387B,2018 Spring,b'Applied Photonics',b'Eric Mazur',,Graduate,116755
Physics 387B,2017 Fall,b'Applied Photonics',b'Eric Mazur',,Graduate,116755
Physics 389A,2018 Spring,b'Topics in Field Theory: The Standard Model and Beyond',b'Lisa Randall',,Graduate,116428
Physics 389A,2017 Fall,,b'Lisa Randall',,Graduate,116428
Physics 389B,2018 Spring,b'Topics in Field Theory: The Standard Model and Beyond',b'Lisa Randall',,Graduate,116429
Physics 389B,2017 Fall,b'Topics in Field Theory: The Standard Model and Beyond',b'Lisa Randall',,Graduate,116429
Physics 391A,2018 Spring,,b'Ronald Walsworth',,Graduate,120134
Physics 391A,2017 Fall,"b'Experimental Atomic Physics, Biophysics, and Soft Matter Physics'",b'Ronald Walsworth',,Graduate,120134
Physics 391B,2018 Spring,"b'Experimental Atomic Physics, Biophysics, and Soft Matter Physics'",b'Ronald Walsworth',,Graduate,119076
Physics 391B,2017 Fall,"b'Experimental Atomic Physics, Biophysics, and Soft Matter Physics'",b'Ronald Walsworth',,Graduate,119076
Physics 393A,2018 Spring,b'Topics in Elementary Particle Theory',b'Howard Georgi',,Graduate,117710
Physics 393A,2017 Fall,b'Topics in Elementary Particle Theory',b'Howard Georgi',,Graduate,117710
Physics 393B,2018 Spring,b'Topics in Elementary Particle Theory',b'Howard Georgi',,Graduate,117913
Physics 393B,2017 Fall,,b'Howard Georgi',,Graduate,117913
Physics 395A,2018 Spring,b'Topics in Theoretical High Energy/String Theory',b'Matthew Reece',,Graduate,109287
Physics 395A,2017 Fall,b'Topics in Theoretical High Energy/String Theory',b'Matthew Reece',,Graduate,109287
Physics 395B,2018 Spring,,b'Matthew Reece',,Graduate,109288
Physics 395B,2017 Fall,b'Topics in Theoretical High Energy/String Theory',b'Matthew Reece',,Graduate,109288
Physics 397A,2018 Spring,b'Experimental Condensed Matter Physics',b'Jene Golovchenko',,Graduate,121228
Physics 397A,2017 Fall,b'Experimental Condensed Matter Physics',b'Jene Golovchenko',,Graduate,121228
Physics 397B,2018 Spring,b'Experimental Condensed Matter Physics',b'Jene Golovchenko',,Graduate,121229
Physics 397B,2017 Fall,b'Experimental Condensed Matter Physics',b'Jene Golovchenko',,Graduate,121229
Physics 399A,2018 Spring,b'Topics in Cosmology',b'Cora Dvorkin',,Graduate,160981
Physics 399A,2017 Fall,,b'Cora Dvorkin',,Graduate,160981
Physics 399B,2018 Spring,b'Topics in Cosmology',b'Cora Dvorkin',,Graduate,160982
Physics 399B,2017 Fall,b'Topics in Cosmology',b'Cora Dvorkin',,Graduate,160982
Physical Sciences 2,2017 Fall,"b'Mechanics, Elasticity, Fluids, and Diffusion'",b'Gregory Kestin & Suzanne Pittman',TR 0930 AM - 1059 AM,Undergraduate,122575
Physical Sciences 3,2018 Spring,"b'Electromagnetism, Circuits, Waves, Optics, and Imaging'",b'Louis Deslauriers & Suzanne Pittman',TR 0930 AM - 1059 AM,Undergraduate,122576
Physical Sciences 12A,2018 Spring,"b'Mechanics from an Analytic, Numerical and Experimental Perspective'",b'Christopher Stubbs',TR 0930 AM - 1059 AM,Undergraduate,109274
Physical Sciences 12B,2017 Fall,"b'Electromagnetism and Statistical Physics from an Analytic, Numerical and Experimental Perspective'",b'Melissa Franklin & Anna Klales',TR 1130 AM - 1259 PM,Undergraduate,109457
Population Health Sciences 320,2017 Fall,b'Assessing the Obesity Paradox',b'Walter Willett',,Graduate,204099
Population Health Sciences 321,2018 Spring,,b'George Seage',,Graduate,
Population Health Sciences 321,2017 Fall,b'HIV Mathematical Modeling',b'George Seage',,Graduate,204103
Population Health Sciences 323,2018 Spring,b'Obesity and Cancer',b'Lorelei Mucci',,Graduate,204104
Population Health Sciences 323,2017 Fall,b'Obesity and Cancer',b'Lorelei Mucci',,Graduate,204104
Population Health Sciences 324,2018 Spring,"b'Prostate Cancer, Lifestyle Factors, and Technology'",b'Meir Stampfer',,Graduate,204105
Population Health Sciences 324,2017 Fall,,b'Meir Stampfer',,Graduate,204105
Population Health Sciences 325,2017 Fall,b'Jim Crow&apos;s Influence on Breast Cancer',b'Nancy Krieger',,Graduate,204106
Population Health Sciences 326,2018 Spring,b'Spatial Mathematical Modeling',b'Marcia Castro',,Graduate,204101
Population Health Sciences 326,2017 Fall,b'Spatial Mathematical Modeling',b'Marcia Castro',,Graduate,204101
Population Health Sciences 327,2018 Spring,b'Neuro Epidemiology: Parkinson&apos;s',b'Alberto Ascherio',,Graduate,204102
Population Health Sciences 327,2017 Fall,b'Neuro Epidemiology: Parkinson&apos;s',b'Alberto Ascherio',,Graduate,204102
Population Health Sciences 329,2018 Spring,b'Clinical and Molecular Epidemiology',b'David Christiani',,Graduate,204107
Population Health Sciences 329,2017 Fall,b'Clinical and Molecular Epidemiology',b'David Christiani',,Graduate,204107
Population Health Sciences 330,2018 Spring,b'Environmental Reproductive & Perinatal Epidemiology',b'Tamarra James-Todd',,Graduate,204108
Population Health Sciences 330,2017 Fall,b'Environmental Reproductive & Perinatal Epidemiology',b'Tamarra James-Todd',,Graduate,204108
Population Health Sciences 331,2018 Spring,,b'Eric Rimm',,Graduate,204100
Population Health Sciences 331,2017 Fall,b'Interventions for Healthier School Lunches',b'Eric Rimm',,Graduate,204100
Population Health Sciences 2000A,2017 Fall,b'Quantitative Research Methods in Population Health Sciences I',b'Jarvis Chen',TR 1130 AM - 1259 PM,Undergradute + Graduate,203329
Population Health Sciences 2000B,2018 Spring,b'Quantitative Research Methods in Population Health Sciences II',b'Tyler VanderWeele & Jarvis Chen',TR 1130 AM - 1259 PM,Undergradute + Graduate,203330
Psychology 14,2017 Fall,b'Cognitive Neuroscience',b'Daniel Schacter & George Alvarez',MW 0100 PM - 0229 PM,Undergraduate,126551
Psychology 15,2018 Spring,b'Social Psychology',b'Fiery Cushman',,Undergraduate,114178
Psychology 16,2018 Spring,b'Developmental Psychology: Psychology of Early Childhood',b'Jesse Snedeker',MW 0100 PM - 0229 PM,Undergraduate,110776
Psychology 18,2017 Fall,b'Abnormal Psychology',b'Joshua Buckholtz',TR 0100 PM - 0229 PM,Undergraduate,123973
Psychology 910R,2018 Spring,b'Supervised Research',b'Jill Hooley',,Undergraduate,110768
Psychology 910R,2017 Fall,b'Supervised Research',b'Jill Hooley',,Undergraduate,110768
Psychology 971,2018 Spring,b'Contemporary Issues in Psychology: Intensive Cross-level Analyses',b'Laura Chivers & Jill Hooley',,Undergraduate,113094
